"order","family","genus","species","subspecies","author","taxonlevel","canonical","source","id","accid","merge_tag","unique"
"Siphonaptera","Ceratophyllidae","Amalaraeus","steineri",NA,"(Peus, 1977)","species","Amalaraeus steineri","Lewis",53,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Amaradix","bitterrootensis",NA,"(Dunn, 1923)","species","Amaradix bitterrootensis","Lewis",54,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Amaradix","euphorbi",NA,"(Rothschild, 1905)","species","Amaradix euphorbi","Lewis",55,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Amaradix","vonfintelis",NA,"(Prince, 1959)","species","Amaradix vonfintelis","Lewis",56,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Amonopsyllus","ciliatus",NA,"Baker, 1904","species","Amonopsyllus ciliatus","Lewis",57,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Amphalius","manosus",NA,"Li, 1979","species","Amphalius manosus","Lewis",58,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","anceps",NA,"Wagner, 1930","species","Amphipsylla anceps","Lewis",59,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","apiciflata",NA,"Liu, Xu & Li, 1988","species","Amphipsylla apiciflata","Lewis",60,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","argoi",NA,"Ioff, 1946","species","Amphipsylla argoi","Lewis",61,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","asiatica",NA,"Ioff, 1928","species","Amphipsylla asiatica","Lewis",62,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","aspalacis",NA,"Jordan, 1929","species","Amphipsylla aspalacis","Lewis",63,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","casis",NA,"Jordan & Rothschild, 1911","species","Amphipsylla casis","Lewis",64,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","daea",NA,"(Dampf, 1910)","species","Amphipsylla daea","Lewis",65,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","dumalis",NA,"Jordan & Rothschild, 1915","species","Amphipsylla dumalis","Lewis",66,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","georgica",NA,"Savenko, 1949","species","Amphipsylla georgica","Lewis",67,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","germani",NA,"Emelyanova & Lyetova, 1963","species","Amphipsylla germani","Lewis",68,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","jingtieshanensis",NA,"Ma, Zhang & Wang, 1979","species","Amphipsylla jingtieshanensis","Lewis",69,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","kalabukhovi",NA,"Ioff & Tiflov, 1939","species","Amphipsylla kalabukhovi","Lewis",70,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","kulkarnii",NA,"Lewis, 1981","species","Amphipsylla kulkarnii","Lewis",71,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","montana",NA,"Argyropulo, 1946","species","Amphipsylla montana","Lewis",72,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","montium",NA,"Jordan, 1944","species","Amphipsylla montium","Lewis",73,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","orthogonia",NA,"Liu, Tsai & Wu, 1975","species","Amphipsylla orthogonia","Lewis",74,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","parthiana",NA,"Ioff, 1950","species","Amphipsylla parthiana","Lewis",75,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","paucispina",NA,"Zheng & Cai, 1998","species","Amphipsylla paucispina","Lewis",76,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","petristshevae",NA,"Darskaya, 1949","species","Amphipsylla petristshevae","Lewis",77,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","polyspina",NA,"Liu, Wu & Li, 1994","species","Amphipsylla polyspina","Lewis",78,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","postsinusa",NA,"Liu, Guo & Wu, 1996","species","Amphipsylla postsinusa","Lewis",79,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","prima",NA,"Wagner, 1928","species","Amphipsylla prima","Lewis",80,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","qinghaiensis",NA,"Ren & Ji, 1979","species","Amphipsylla qinghaiensis","Lewis",81,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","quadratedigita",NA,"Liu, Wu & Wu, 1965","species","Amphipsylla quadratedigita","Lewis",82,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","rossica",NA,"Wagner, 1912","species","Amphipsylla rossica","Lewis",83,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","schelkovnikovi",NA,"Wagner, 1909","species","Amphipsylla schelkovnikovi","Lewis",84,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","socia",NA,"Peus, 1977","species","Amphipsylla socia","Lewis",85,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","tenuihama",NA,"Wu, Liu & Ma, 1979","species","Amphipsylla tenuihama","Lewis",86,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","transcaucasica",NA,"Ioff, 1953","species","Amphipsylla transcaucasica","Lewis",87,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","tutatoides",NA,"Liu, Guo & Wu, 1996","species","Amphipsylla tutatoides","Lewis",88,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","washingtona",NA,"(Hubbard, 1954)","species","Amphipsylla washingtona","Lewis",89,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","weiningensis",NA,"Li, 1992","species","Amphipsylla weiningensis","Lewis",90,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Amphipsylla","yadongensis",NA,"Wang & Wang, 1988","species","Amphipsylla yadongensis","Lewis",91,0,"orig","Lewis0"
"Siphonaptera","Ancistropsyllidae","Ancistropsylla","nepalensis",NA,"Lewis, 1968","species","Ancistropsylla nepalensis","Lewis",92,0,"orig","Lewis0"
"Siphonaptera","Ancistropsyllidae","Ancistropsylla","roubaudi",NA,"Toumanoff & Fuller, 1947","species","Ancistropsylla roubaudi","Lewis",93,0,"orig","Lewis0"
"Siphonaptera","Ancistropsyllidae","Ancistropsylla","siamensis",NA,"Smit & Toumanoff, 1952","species","Ancistropsylla siamensis","Lewis",94,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Anomiopsyllus","amphibolus",NA,"Wagner, 1936","species","Anomiopsyllus amphibolus","Lewis",95,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Anomiopsyllus","durangoensis",NA,"Holland, 1965","species","Anomiopsyllus durangoensis","Lewis",96,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Anomiopsyllus","martini",NA,"Holland, 1965","species","Anomiopsyllus martini","Lewis",97,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Anomiopsyllus","montanus",NA,"Collins, 1936","species","Anomiopsyllus montanus","Lewis",98,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Anomiopsyllus","nidiophilus",NA,"Tipton & Mendez, 1968","species","Anomiopsyllus nidiophilus","Lewis",99,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Anomiopsyllus","novomexicanensis",NA,"Williams & Hoff, 1951","species","Anomiopsyllus novomexicanensis","Lewis",100,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Anomiopsyllus","oaxacae",NA,"Barnes, 1965","species","Anomiopsyllus oaxacae","Lewis",101,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Anomiopsyllus","perotensis",NA,"Acosta & Fernandez, 2009","species","Anomiopsyllus perotensis","Lewis",102,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Anomiopsyllus","sinuatus",NA,"Holland, 1965","species","Anomiopsyllus sinuatus","Lewis",103,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Anomiopsyllus","traubi",NA,"Barrera, 1951","species","Anomiopsyllus traubi","Lewis",104,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Anomiopsyllus","walkeri",NA,"Barnes, 1965","species","Anomiopsyllus walkeri","Lewis",105,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Aphropsylla","conversa",NA,"Jordan & Rothschild, 1913","species","Aphropsylla conversa","Lewis",106,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Aphropsylla","truncata",NA,"Hastriter, 2009","species","Aphropsylla truncata","Lewis",107,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Aphropsylla","wollastoni",NA,"(Rothschild, 1908)","species","Aphropsylla wollastoni","Lewis",108,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Araeopsylla","elbeli",NA,"Traub, 1954","species","Araeopsylla elbeli","Lewis",109,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Araeopsylla","faini",NA,"Beaucournu, 1981","species","Araeopsylla faini","Lewis",110,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Araeopsylla","gestroi",NA,"(Rothschild, 1906)","species","Araeopsylla gestroi","Lewis",111,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Araeopsylla","goodmani",NA,"Hastriter, 2016","species","Araeopsylla goodmani","Lewis",112,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Araeopsylla","immanis",NA,"Smit, 1958","species","Araeopsylla immanis","Lewis",113,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Araeopsylla","lumareti",NA,"Smit, 1958","species","Araeopsylla lumareti","Lewis",114,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Araeopsylla","martialis",NA,"(Rothschild, 1903)","species","Araeopsylla martialis","Lewis",115,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Araeopsylla","phnomensis",NA,"Klein, 1970","species","Araeopsylla phnomensis","Lewis",116,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Araeopsylla","scitula",NA,"(Rothschild, 1909)","species","Araeopsylla scitula","Lewis",117,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Araeopsylla","smiti",NA,"Hastriter, 2016","species","Araeopsylla smiti","Lewis",118,0,"orig","Lewis0"
"Siphonaptera","Ischnopsyllidae","Araeopsylla","wassifi",NA,"Traub, 1954","species","Araeopsylla wassifi","Lewis",119,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Archaeopsylla","sinensis",NA,"Jordan & Rothschild, 1911","species","Archaeopsylla sinensis","Lewis",120,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Astivalius","archboldi",NA,"Hastriter, 2020","species","Astivalius archboldi","Lewis",121,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Astivalius","microphthalmus",NA,"Smit, 1953","species","Astivalius microphthalmus","Lewis",122,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Astivalius","mirzai",NA,"Hastriter, 2020","species","Astivalius mirzai","Lewis",123,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Astivalius","toxopeusi",NA,"Hastriter, 2020","species","Astivalius toxopeusi","Lewis",124,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Atopopsyllus","cionus",NA,"Poinar, 2015","species","Atopopsyllus cionus","Lewis",125,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Atyphloceras","bishopi",NA,"Jordan, 1933","species","Atyphloceras bishopi","Lewis",126,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Atyphloceras","nuperus",NA,"(Jordan, 1931)","species","Atyphloceras nuperus","Lewis",127,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Atyphloceras","shogakii",NA,"Jameson & Sakaguti, 1954","species","Atyphloceras shogakii","Lewis",128,0,"orig","Lewis0"
"Siphonaptera","Hystrichopsyllidae","Atyphloceras","tancitari",NA,"Traub & Johnson, 1952","species","Atyphloceras tancitari","Lewis",129,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Austropsylla","brevipecten",NA,"Holland, 1971","species","Austropsylla brevipecten","Lewis",130,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Aviostivalius","apapillus",NA,"Liu, Li & Shi, 1998","species","Aviostivalius apapillus","Lewis",131,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Aviostivalius","hylomysus",NA,"Li, Xie & Gong, 1981","species","Aviostivalius hylomysus","Lewis",132,0,"orig","Lewis0"
"Siphonaptera","Stivaliidae","Aviostivalius","klossi",NA,"(Jordan & Rothschild, 1922)","species","Aviostivalius klossi","Lewis",133,0,"orig","Lewis0"
"Siphonaptera","Rhopalopsyllidae","Ayeshaepsylla","thurmani",NA,"(Johnson, 1957)","species","Ayeshaepsylla thurmani","Lewis",134,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Baculomeris","altmani",NA,"(Tipton & Mendez, 1961)","species","Baculomeris altmani","Lewis",135,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Baculomeris","schmidti",NA,"(Traub, 1950)","species","Baculomeris schmidti","Lewis",136,0,"orig","Lewis0"
"Siphonaptera","Stephanocircidae","Barreropsylla","excelsa",NA,"Jordan, 1953","species","Barreropsylla excelsa","Lewis",137,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","acumena",NA,"Hastriter, 2021","species","Bibikovana acumena","Lewis",138,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","archboldi",NA,"(Holland, 1969)","species","Bibikovana archboldi","Lewis",139,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","arcuata",NA,"(Holland, 1971)","species","Bibikovana arcuata","Lewis",140,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","bosaviensis",NA,"Hastriter, 2021","species","Bibikovana bosaviensis","Lewis",141,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","colossa",NA,"(Rothschild, 1906)","species","Bibikovana colossa","Lewis",142,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","engilisi",NA,"Hastriter, 2021","species","Bibikovana engilisi","Lewis",143,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","gravis",NA,"(Rothschild, 1908)","species","Bibikovana gravis","Lewis",144,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","iridis",NA,"(Holland, 1971)","species","Bibikovana iridis","Lewis",145,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","mikeliensis",NA,"Hastriter, 2021","species","Bibikovana mikeliensis","Lewis",146,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","sinuata",NA,"(Holland, 1971)","species","Bibikovana sinuata","Lewis",147,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","smitiana",NA,"(Holland, 1969)","species","Bibikovana smitiana","Lewis",148,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","tiptoni",NA,"(Traub, 1957)","species","Bibikovana tiptoni","Lewis",149,0,"orig","Lewis0"
"Siphonaptera","Pygiopsyllidae","Bibikovana","traubi",NA,"(Holland, 1969)","species","Bibikovana traubi","Lewis",150,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Brachyctenonotus","myospalacis",NA,"Wagner, 1928","species","Brachyctenonotus myospalacis","Lewis",151,0,"orig","Lewis0"
"Siphonaptera","Lycopsyllidae","Bradiopsylla","echidnae",NA,"(Denny, 1843)","species","Bradiopsylla echidnae","Lewis",152,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Brevictenidia","mikulini",NA,"(Shvarts, 1960)","species","Brevictenidia mikulini","Lewis",153,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Caenopsylla","assimulata",NA,"(Weiss, 1913)","species","Caenopsylla assimulata","Lewis",154,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Caenopsylla","eremita",NA,"Beaucournu & Kowalski, 1985","species","Caenopsylla eremita","Lewis",155,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Caenopsylla","janineae",NA,"Beaucournu& Gouat, 1987","species","Caenopsylla janineae","Lewis",156,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Caenopsylla","mira",NA,"Rothschild, 1909","species","Caenopsylla mira","Lewis",157,0,"orig","Lewis0"
"Siphonaptera","Leptopsyllidae","Calceopsylla","aduncata",NA,"Liu, Wu & Wang, 1965","species","Calceopsylla aduncata","Lewis",158,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","arcuata",NA,"Ge, Wang & Ma, 1988","species","Callopsylla arcuata","Lewis",159,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","beishanensis",NA,"Wu Ni & Wu, 1986","species","Callopsylla beishanensis","Lewis",160,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","bursiforma",NA,"Wu, Cai & Li, 1994","species","Callopsylla bursiforma","Lewis",161,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","changduensis",NA,"(Liu, Wu & Wu, 1966)","species","Callopsylla changduensis","Lewis",162,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","digitata",NA,"Cai, Wu & Liu, 1984","species","Callopsylla digitata","Lewis",163,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","dolabella",NA,"Smit & Rosicky, 1976","species","Callopsylla dolabella","Lewis",164,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","dolabris",NA,"(Jordan & Rothschild, 1911)","species","Callopsylla dolabris","Lewis",165,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","forfica",NA,"Wu, Chen & Liu, 1981","species","Callopsylla forfica","Lewis",166,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","gemina",NA,"(Ioff, 1946)","species","Callopsylla gemina","Lewis",167,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","gypaetina",NA,"Peus, 1978","species","Callopsylla gypaetina","Lewis",168,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","kazbegiensis",NA,"Goncharov, 1980","species","Callopsylla kazbegiensis","Lewis",169,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","kaznakovi",NA,"(Wagner, 1928)","species","Callopsylla kaznakovi","Lewis",170,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","kozlovi",NA,"(Wagner, 1928)","species","Callopsylla kozlovi","Lewis",171,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","lagomys",NA,"(Wagner, 1898)","species","Callopsylla lagomys","Lewis",172,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","liui",NA,"Li, Wu & Yang, 1989","species","Callopsylla liui","Lewis",173,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","longispina",NA,"Zhang & Yu, 1988","species","Callopsylla longispina","Lewis",174,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","mygala",NA,"(Lewis, 1971)","species","Callopsylla mygala","Lewis",175,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","oreinus",NA,"(Jordan, 1937)","species","Callopsylla oreinus","Lewis",176,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","petaurista",NA,"Tsai, Wu & Liu, 1974","species","Callopsylla petaurista","Lewis",177,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","qinghaiensis",NA,"Wang, Li & Cai, 1997","species","Callopsylla qinghaiensis","Lewis",178,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","saxatilis",NA,"(Ioff & Argyropulo, 1934)","species","Callopsylla saxatilis","Lewis",179,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","semenovi",NA,"(Ioff, 1936)","species","Callopsylla semenovi","Lewis",180,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","streeti",NA,"Lewis, 1973","species","Callopsylla streeti","Lewis",181,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","waterstoni",NA,"(Jordan, 1925)","species","Callopsylla waterstoni","Lewis",182,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","xizngensis",NA,"Go & Ma, 1992","species","Callopsylla xizngensis","Lewis",183,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","xui",NA,"Wu, Guo & Liu, 1996","species","Callopsylla xui","Lewis",184,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","yui",NA,"ye & Jiang, 1990","species","Callopsylla yui","Lewis",185,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Callopsylla","zhangi",NA,"Wu, Guo & Liu, 1996","species","Callopsylla zhangi","Lewis",186,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Carteretta","carteri",NA,"C. Fox, 1927","species","Carteretta carteri","Lewis",187,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Carteretta","clavata",NA,"Good, 1942","species","Carteretta clavata","Lewis",188,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","arizonae",NA,"Holland, 1960","species","Catallagia arizonae","Lewis",189,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","borealis",NA,"Ewing, 1929","species","Catallagia borealis","Lewis",190,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","calisheri",NA,"Eads & Campos, 1979","species","Catallagia calisheri","Lewis",191,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","chamberlini",NA,"Hubbard, 1940","species","Catallagia chamberlini","Lewis",192,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","charlottensis",NA,"(Baker, 1898)","species","Catallagia charlottensis","Lewis",193,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","dacenkoi",NA,"Ioff, 1940","species","Catallagia dacenkoi","Lewis",194,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","decipiens",NA,"Rothschild, 1915","species","Catallagia decipiens","Lewis",195,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","duffneri",NA,"Lewis & Haas, 2001","species","Catallagia duffneri","Lewis",196,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","fetisovi",NA,"Vovchinskaya, 1944","species","Catallagia fetisovi","Lewis",197,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","ioffi",NA,"Scalon, 1950","species","Catallagia ioffi","Lewis",198,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","jellisoni",NA,"Holland, 1954","species","Catallagia jellisoni","Lewis",199,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","luski",NA,"Schwan & Nelson, 1983","species","Catallagia luski","Lewis",200,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","mathesoni",NA,"Jameson, 1950","species","Catallagia mathesoni","Lewis",201,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","neweyi",NA,"Holland & Loshbaugh, 1958","species","Catallagia neweyi","Lewis",202,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","sculleni",NA,"Hubbard, 1940","species","Catallagia sculleni","Lewis",203,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","striata",NA,"Scalon, 1950","species","Catallagia striata","Lewis",204,0,"orig","Lewis0"
"Siphonaptera","Ctenophthalmidae","Catallagia","wymani",NA,"C. Fox, 1909","species","Catallagia wymani","Lewis",205,0,"orig","Lewis0"
"Siphonaptera","Pulicidae","Centetipsylla","madagascariensis",NA,"(Rothschild, 1900)","species","Centetipsylla madagascariensis","Lewis",206,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","adustus",NA,"Jordan, 1932","species","Ceratophyllus adustus","Lewis",207,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","affinis",NA,"Nordberg, 1935","species","Ceratophyllus affinis","Lewis",208,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","altus",NA,"Tipton & Mendez, 1966","species","Ceratophyllus altus","Lewis",209,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","arcuegens",NA,"Holland, 1952","species","Ceratophyllus arcuegens","Lewis",210,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","borealis",NA,"Rothschild, 1907","species","Ceratophyllus borealis","Lewis",211,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","calderwoodi",NA,"Holland, 1979","species","Ceratophyllus calderwoodi","Lewis",212,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","caliotes",NA,"Jordan, 1937","species","Ceratophyllus caliotes","Lewis",213,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","carniolicus",NA,"Brelih & Trilar, 2001","species","Ceratophyllus carniolicus","Lewis",214,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","celsus",NA,"Jordan, 1926","species","Ceratophyllus celsus","Lewis",215,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","chasteli",NA,"Beaucournu, Monnat & Launay, 1982","species","Ceratophyllus chasteli","Lewis",216,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","chutsaensis",NA,"Liu & Wu, 1962","species","Ceratophyllus chutsaensis","Lewis",217,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","coahuilensis",NA,"Eads, 1956","species","Ceratophyllus coahuilensis","Lewis",218,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","columbae",NA,"(Gervais, 1844)","species","Ceratophyllus columbae","Lewis",219,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","delichoni",NA,"Nordberg, 1935","species","Ceratophyllus delichoni","Lewis",220,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","diffinis",NA,"Jordan, 1925","species","Ceratophyllus diffinis","Lewis",221,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","fionnus",NA,"Usher, 1968","species","Ceratophyllus fionnus","Lewis",222,0,"orig","Lewis0"
"Siphonaptera","Ceratophyllidae","Ceratophyllus","frigoris",NA,"Darskaya, 1950","species","Ceratophyllus frigoris","Lewis",223,0,"orig","Lewis0"
