"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"CoL","x8S",NA,NA,"xE",NA,NA,NA,NA,"Ctenocephalides",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Ctenocephalides",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Ctenocephalides"
"CoL","xDL",NA,NA,"x4G",NA,NA,NA,NA,"Ctenoparia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenoparia",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Ctenoparia"
"CoL","x4Q",NA,NA,"x4G",NA,NA,NA,NA,"Ctenophthalmus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Ctenophthalmus"
"CoL","x3E",NA,NA,"xS",NA,NA,NA,NA,"Ctenophyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Ctenophyllus",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Ctenophyllus"
"CoL","xHG",NA,NA,"x5G",NA,NA,NA,NA,"Dactylopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dactylopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Dactylopsylla"
"CoL","x6W",NA,NA,"x48",NA,NA,NA,NA,"Dampfia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Dampfia",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Dampfia"
"CoL","xHQ",NA,NA,"x5G",NA,NA,NA,NA,"Dasypsyllus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Dasypsyllus"
"CoL","x8Y",NA,NA,"xE",NA,NA,NA,NA,"Delopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Delopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Delopsylla"
"CoL","xAC",NA,NA,"x4U",NA,NA,NA,NA,"Delostichus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",NA,"Delostichus",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Delostichus"
"CoL","xFJ",NA,NA,"x4G",NA,NA,NA,NA,"Delotelis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Delotelis",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Delotelis"
"CoL","xFU",NA,NA,"x4L",NA,NA,NA,NA,"Demeillionia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae",NA,"Demeillionia",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Demeillionia"
"CoL","x3Y",NA,NA,"xS",NA,NA,NA,NA,"Desertopsylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Desertopsylla",NA,NA,NA,"genus",NA,NA,NA,NA,"accepted",NA,NA,"Desertopsylla"
