"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName","suggested","Hastriter_suggested","Hastriter_note","Hastriter_family"
"GBIF, CoL","5051143",NA,1419537,"1419536",NA,NA,NA,NA,"Metapsylla cuspidata (Kolenati, 1863)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Archaeopsylla",NA,"cuspidata",NA,"species",NA,"(Kolenati, 1863)",NA,NA,"synonym",NA,NA,"Metapsylla cuspidata","Trichopsylla cuspidata","Trichopsylla cuspidata Kolenati, 1863  is a synonym of Archaeopsylla erinacei erinacei (Bouché, 1835)",NA,NA
"GBIF","9221410",NA,NA,"5050772",NA,NA,NA,NA,"Ctenophthalmus secundus vicarius Jordan & Rothschild, 1921",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"secundus","vicarius","subspecies",NA,"Jordan & Rothschild, 1921",NA,NA,"accepted",NA,NA,"Ctenophthalmus secundus vicarius",NA,"Ctenophthalmus congener vicarius Jordan & Rothschild, 1921",NA,"Ctenophthalmidae"
"GBIF, CoL","1417568",NA,1417567,"1417542",NA,NA,NA,NA,"Typhlopsylla tetractenus (Kolenati, 1856)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Nycteridopsylla",NA,"tetractenus",NA,"species",NA,"(Kolenati, 1856)",NA,NA,"synonym",NA,NA,"Typhlopsylla tetractenus","Ceratopsyllus tetractenus","Ceratopsyllus tetractenus Kolenati, 1856 is a synonym of Nycteridopsylla pentactena (Kolenati, 1856)",NA,NA
"GBIF","4480806",NA,1417963,"1417927",NA,NA,NA,NA,"Leptopsylla fallax Jordan & Rothschild, 1920",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Peromyscopsylla",NA,"fallax",NA,"species",NA,"Jordan & Rothschild, 1920",NA,NA,"heterotypic synonym",NA,NA,"Leptopsylla fallax",NA,NA,NA,NA
"GBIF","4480896",NA,1417567,"1417542",NA,NA,NA,NA,"Ceratopsyllus pentactena Kolenati, 1856",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Nycteridopsylla",NA,"pentactena",NA,"species",NA,"Kolenati, 1856",NA,NA,"homotypic synonym",NA,NA,"Ceratopsyllus pentactena","Nycteridopsylla pentactena",NA,NA,NA
"GBIF","4480882",NA,1417371,"1417360",NA,NA,NA,NA,"Citellophylus rosickyi Smit & Wright, 1978",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Citellophilus",NA,"rosickyi",NA,"species",NA,"Smit & Wright, 1978",NA,NA,"heterotypic synonym",NA,NA,"Citellophylus rosickyi",NA,NA,NA,NA
"GBIF, CoL","1417035",NA,NA,"1417004",NA,NA,NA,NA,"Orchopeas labiatus (Baker, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"labiatus",NA,"species",NA,"(Baker, 1904)",NA,NA,"accepted",NA,NA,"Orchopeas labiatus",NA,"Ceratophyllus labiatus Baker, 1904 [(Orchopeas labiatus (Baker, 1905)]is a synonym of Ceratophyllus caedens (Jordan, 1925)",NA,NA
"GBIF, CoL","6194168",NA,NA,"1416652",NA,NA,NA,NA,"Foxella ignota arizonensis (Hubbard, 1947)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Foxella",NA,"ignota","arizonensis","subspecies",NA,"(Hubbard, 1947)",NA,NA,"accepted",NA,NA,"Foxella ignota arizonensis",NA,"Foxella ignota (Baker, 1885)","All subspecies of Foxella ignota (Baker, 1885) were sunk by Lewis, 2006.",NA
"GBIF, CoL","6194306",NA,NA,"1417014",NA,NA,NA,NA,"Orchopeas sexdentatus firemani (Hubbard, 1955)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"sexdentatus","firemani","subspecies",NA,"(Hubbard, 1955)",NA,NA,"accepted",NA,NA,"Orchopeas sexdentatus firemani",NA,"Orchopeas sexdentatus firemani Hubbard, 1955 is a synonym of Orchopeas schisintus (Jordan, 1929)",NA,NA
"GBIF, CoL, NMNH, FMNH","6194305",NA,NA,"1417014",NA,NA,NA,NA,"Orchopeas sexdentatus nevadensis (Jordan, 1929)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"sexdentatus","nevadensis","subspecies",NA,"(Jordan, 1929)",NA,NA,"accepted",NA,NA,"Orchopeas sexdentatus nevadensis",NA,"Orchopeas sexdentatus nevadensis (Jordan, 1929) is a synonym of Orchopeas sexdentatus (Baker, 1904)",NA,NA
"GBIF, CoL","5050650",NA,1417014,"1417004",NA,NA,NA,NA,"Bakerella reevesi Vargas, 1960",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"reevesi",NA,"species",NA,"Vargas, 1960",NA,NA,"synonym",NA,NA,"Bakerella reevesi","Orchopeas reevesi","Orchopeas reevesi Vargas, 1960 is a synonym of Orchopeas sexdentatus (Baker, 1904)","Bakerella Wagner, 1930 is a synonym of Orchopeas Jordan 1933",NA
"GBIF, CoL","1417886",NA,NA,"1417885",NA,NA,NA,NA,"Tsaractenus grenierri Klein, 1968",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Tsaractenus",NA,"grenierri",NA,"species",NA,"Klein, 1968",NA,NA,"accepted",NA,NA,"Tsaractenus grenierri",NA,"Tsaractenus grenieri Klein, 1968","Misspelling, grenierii vs. grenieri",NA
"GBIF, CoL","1417986",NA,NA,"1417981",NA,NA,NA,NA,"Ophthalmopsylla kiritschenkovi (Wagner, 1930)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Ophthalmopsylla",NA,"kiritschenkovi",NA,"species",NA,"(Wagner, 1930)",NA,NA,"accepted",NA,NA,"Ophthalmopsylla kiritschenkovi",NA,"Ophthalmopsylla kiritschenkoi (Wagner, 1930)","Misspelling, kiritschenkovi vs. kiritschenkoi",NA
"GBIF, CoL","1417215",NA,1417214,"1417115",NA,NA,NA,NA,"Ceratopsyllus rileyi Liu, 1935",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"rileyi",NA,"species",NA,"Liu, 1935",NA,NA,"synonym",NA,NA,"Ceratopsyllus rileyi","Ceratophyllus rileyi","Ceratophyllus rileyi Liu, 1935 is a synonym of Ceratophyllus diffinis Jordan, 1925","Misspelling, Ceratopsyllus vs. Ceratophyllus",NA
"GBIF, CoL","1418145",NA,1418144,"1418130",NA,NA,NA,NA,"Chiastopsylla klaveriana De Meillon, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae",NA,"Chiastopsylla",NA,"klaveriana",NA,"species",NA,"De Meillon, 1940",NA,NA,"synonym",NA,NA,"Chiastopsylla klaveriana",NA,"Chiastopsylla numae klaveriana DeMeillon, 1940 is a synonym of Chiastopsylla numae (Rothschild, 1904)",NA,NA
"GBIF","4480929",NA,1418858,"1418775",NA,NA,NA,NA,"Rhadinopsylla skuratowiczi Bartkowska, 1972",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Rhadinopsylla",NA,"skuratowiczi",NA,"species",NA,"Bartkowska, 1972",NA,NA,"heterotypic synonym",NA,NA,"Rhadinopsylla skuratowiczi",NA,NA,NA,NA
"GBIF, CoL","5051102",NA,NA,"5051101",NA,NA,NA,NA,"Neopsylla teratura rhagesa Klein, 1963",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Neopsylla",NA,"teratura","rhagesa","subspecies",NA,"Klein, 1963",NA,NA,"accepted",NA,NA,"Neopsylla teratura rhagesa",NA,"Misspelling, rhagesa vs. rhagesia",NA,"Ctenophthalmidae"
"GBIF","4480872",NA,1417338,"1417236",NA,NA,NA,NA,"Ceratophyllus barbarus Jordan & Rothschild, 1912",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Nosopsyllus",NA,"barbarus",NA,"species",NA,"Jordan & Rothschild, 1912",NA,NA,"homotypic synonym",NA,NA,"Ceratophyllus barbarus","Nosopsyllus barbarus",NA,NA,NA
"GBIF","6547289",NA,1417238,"1417236",NA,NA,NA,NA,"Ceratophyllus laeviceps Wagner, 1909",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Nosopsyllus",NA,"laeviceps",NA,"species",NA,"Wagner, 1909",NA,NA,"homotypic synonym",NA,NA,"Ceratophyllus laeviceps",NA,NA,NA,NA
"GBIF, CoL","1416817",NA,1416815,"1416800",NA,NA,NA,NA,"Concavopsylla caracoi Scalon, 1935",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Monopsyllus",NA,"caracoi",NA,"species",NA,"Scalon, 1935",NA,NA,"synonym",NA,NA,"Concavopsylla caracoi","Ceratophyllus caracoi","Synonym of Monopsyllus anisus Rothschild, 1907",NA,NA
"GBIF, CoL","6194315",NA,NA,"1417006",NA,NA,NA,NA,"Orchopeas illinoiensis balkhaschensis Mikulin, 1958",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"illinoiensis","balkhaschensis","subspecies",NA,"Mikulin, 1958",NA,NA,"accepted",NA,NA,"Orchopeas illinoiensis balkhaschensis",NA,"Orchopeas illinoiensis balkhaschensis Mikulin, 1958 is a synonym of Orchopeas illinoiensis Lewis, 1998",NA,NA
"GBIF, CoL","5050901",NA,5050900,"1418195",NA,NA,NA,NA,"Ctenophthalmus orientalis kratochvili Jurik, 1955",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"orientalis","kratochvili","subspecies",NA,"Jurik, 1955",NA,NA,"synonym",NA,NA,"Ctenophthalmus orientalis kratochvili","Euctenophthalmus orientalis kratochvili",NA,NA,NA
"GBIF, CoL","1417476",NA,1417475,"1417474",NA,NA,NA,NA,"Myodopsylloides diasi Da Costa Lima, 1938",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Myodopsylla",NA,"diasi",NA,"species",NA,"Da Costa Lima, 1938",NA,NA,"synonym",NA,NA,"Myodopsylloides diasi",NA,"Myodopsylla diasi Costa Lima, 1938 is a synonym of Myodopsylla collinsi Kohls, 1937",NA,NA
"GBIF","9137128",NA,5050900,"1418195",NA,NA,NA,NA,"Thyphlopsylla orientalis Wagner, 1898",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"orientalis",NA,"species",NA,"Wagner, 1898",NA,NA,"homotypic synonym",NA,NA,"Thyphlopsylla orientalis","Ctenophthalmus orientalis",NA,NA,NA
"GBIF, CoL","4770161",NA,5050781,"1418195",NA,NA,NA,NA,"Typhlopsylla dahuricus Ioff, 1928",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"dahuricus",NA,"species",NA,"Ioff, 1928",NA,NA,"synonym",NA,NA,"Typhlopsylla dahuricus","Ctenophthalmus dahuricus",NA,NA,NA
"GBIF, CoL","4770155",NA,5050755,"1418195",NA,NA,NA,NA,"Typhlopsylla elegans Argyropulo, 1938",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"elegans",NA,"species",NA,"Argyropulo, 1938",NA,NA,"synonym",NA,NA,"Typhlopsylla elegans","Ctenophthalmus elegans",NA,NA,NA
"GBIF, CoL","5051025",NA,NA,"5050990",NA,NA,NA,NA,"Ctenophthalmus agyrtes cultur Beaucournu, Valle & Launay, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"agyrtes","cultur","subspecies",NA,"Beaucournu, Valle & Launay, 1981",NA,NA,"accepted",NA,NA,"Ctenophthalmus agyrtes cultur",NA,"Ctenophthalmus agyrtes cultur Beaucournu, Valle & Launay, 1981",NA,"Ctenophthalmidae"
"GBIF, CoL","6194496",NA,7045144,"1418960",NA,NA,NA,NA,"Nearctopsylla genalis laurentina (Jordan & Rothschild, 1923)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Nearctopsylla",NA,"genalis","laurentina","subspecies",NA,"(Jordan & Rothschild, 1923)",NA,NA,"synonym",NA,NA,"Nearctopsylla genalis laurentina",NA,"Nearctopsylla hygini laurentia Jordan & Rothschild, 1923 is a synonym of Nearctopsylla genalis genalis (Baker, 1904)",NA,"Ctenophthalmidae"
"GBIF, CoL","6194037",NA,7045028,"1417936",NA,NA,NA,NA,"Peromyscopsylla hamifer markworthi Hubbard, 1949",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Peromyscopsylla",NA,"hamifer","markworthi","subspecies",NA,"Hubbard, 1949",NA,NA,"synonym",NA,NA,"Peromyscopsylla hamifer markworthi",NA,"Peromyscopsylla hamifer markworth Hubbard, 1949 is a synonym of Peromyscopsylla hamifer hamifer (Rothschild, 1906",NA,NA
"GBIF","6547298",NA,1416288,"1416279",NA,NA,NA,NA,"Pulex lamelifer Wagner, 1895",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Coptopsyllidae",NA,"Coptopsylla",NA,"lamelifer",NA,"species",NA,"Wagner, 1895",NA,NA,"homotypic synonym",NA,NA,"Pulex lamelifer",NA,NA,NA,NA
"GBIF, CoL","5050649",NA,1416936,"1416935",NA,NA,NA,NA,"Ctenonotus uralensis (Wagner, 1898)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Tarsopsylla",NA,"uralensis",NA,"species",NA,"(Wagner, 1898)",NA,NA,"synonym",NA,NA,"Ctenonotus uralensis","Ceratophyllus uralensis","Ceratophyllus uralensis Wagner, 1898 is a synonym of Tarsopsylla octodecimdentata (Kolenati, 1863)",NA,NA
"GBIF, CoL, NMNH, FMNH","6194124",NA,NA,"1416790",NA,NA,NA,NA,"Dactylopsylla bluei psila Prince & Stark, 1951",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dactylopsylla",NA,"bluei","psila","subspecies",NA,"Prince & Stark, 1951",NA,NA,"accepted",NA,NA,"Dactylopsylla bluei psila",NA,"Dactylopsylla bluei psila Prince & Stark, 1951 is a synonym of Dactylpsylla blue C. Fox, 1909",NA,NA
"GBIF, CoL","1416793",NA,1416790,"1416788",NA,NA,NA,NA,"Foxelloides stimsoni (Fox, 1914)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dactylopsylla",NA,"stimsoni",NA,"species",NA,"(Fox, 1914)",NA,NA,"synonym",NA,NA,"Foxelloides stimsoni",NA,"Ceratophyllus stimsoni C. Fox, 1914 is a synonym of Dactylopsylla stimsoni (C. Fox, 1914)",NA,NA
"GBIF, CoL, NMNH, FMNH","6194373",NA,NA,"1416936",NA,NA,NA,NA,"Tarsopsylla octodecimdentata coloradensis (Baker, 1895)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Tarsopsylla",NA,"octodecimdentata","coloradensis","subspecies",NA,"(Baker, 1895)",NA,NA,"accepted",NA,NA,"Tarsopsylla octodecimdentata coloradensis",NA,"Pulex coloradensis Baker, 1895 is a synonym of Tarsopsyllus octodecimdentata (Kolenati, 1863)",NA,NA
"GBIF, CoL","6194276",NA,1417386,"1417360",6194315,NA,NA,NA,"Citellophilus trispinus balkhaschensis (Mikulin, 1958)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Citellophilus",NA,"trispinus","balkhaschensis","subspecies",NA,"(Mikulin, 1958)",NA,NA,"synonym",NA,NA,"Citellophilus trispinus balkhaschensis","Ceratophyllus trispinus balkhaschensis","Ceratophyllus trispinus balkhaschensis Mikulin, 1958 is a synonym of Citellophilus trispinus (Wagner & Ioff, 19236)",NA,NA
"GBIF","4770080",NA,NA,"8846",NA,NA,NA,NA,"Orfrontia Ioff, 1946",NA,NA,NA,NA,"Med. Parasitol., Moscow, 15 (4)",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orfrontia",NA,NA,NA,"genus",NA,"Ioff, 1946",NA,NA,"doubtful",NA,NA,"Orfrontia",NA,"Orofrontia Ioff, 1946 (a subgenus of Frontopsylla Wagner & Ioff, 1926)",NA,"Leptopsyllidae"
"GBIF","4770074",NA,NA,"8846",NA,NA,NA,NA,"Celeophilus Smit, 1983",NA,NA,NA,NA,"The Rothschild collection of fleas: the Ceratophyllidae: key to the Genera and host relationships with notes on their evolution, zoogeography and Medical importance. Rothschild & Traub, place of publication not known",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Celeophilus",NA,NA,NA,"genus",NA,"Smit, 1983",NA,NA,"doubtful",NA,NA,"Celeophilus",NA,"Cleophilus Smit, 1983 (a subgenus of Ceratophyllus Curtis, 1832)",NA,NA
"GBIF","7198697",NA,NA,"1416770",NA,NA,NA,NA,"Macrostylophora menghaiensis menghaiensis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Macrostylophora",NA,"menghaiensis","menghaiensis","subspecies",NA,NA,NA,NA,"accepted",NA,NA,"Macrostylophora menghaiensis menghaiensis",NA,"Macrostylophora menghaiensis menghaiensis is a synonym of Macrostylophora hastata menghaiensis Li, Wang & Hsieh, 1964",NA,NA
"GBIF, CoL","5050654",NA,1417033,"1417004",NA,NA,NA,NA,"Bakerella aeger (Rothschild, 1905)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"aeger",NA,"species",NA,"(Rothschild, 1905)",NA,NA,"synonym",NA,NA,"Bakerella aeger","Ceratophyllus aeger","Synonym of Orchopeas leucopus (Baker, 1904)",NA,NA
"GBIF, CoL","5050651",NA,1417026,"1417004",NA,NA,NA,NA,"Bakerella gillettei (Baker, 1895)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"gillettei",NA,"species",NA,"(Baker, 1895)",NA,NA,"synonym",NA,NA,"Bakerella gillettei","Pulex gillettei","Pulex gillettei Baker, 1895 is a synonym of Orchopeas howardi (Baker, 1895)","Bakerella Wagner, 1930 is a synonym of Orchopeas Jordan 1933",NA
"GBIF, CoL","5050652",NA,1417026,"1417004",NA,NA,NA,NA,"Bakerella simulans (Baker, 1895)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Orchopeas",NA,"simulans",NA,"species",NA,"(Baker, 1895)",NA,NA,"synonym",NA,NA,"Bakerella simulans","Pulex simulans","Pulex simulans Baker, 1895   (someone is mixed up here … never considered an Orchopeas!)","Bakerella Wagner, 1930 is a synonym of Orchopeas Jordan 1933",NA
"GBIF, CoL","6194237",NA,NA,"1416770",NA,NA,NA,NA,"Macrostylophora menghaiensis yunnanica Liu, 1965",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Macrostylophora",NA,"menghaiensis","yunnanica","subspecies",NA,"Liu, 1965",NA,NA,"accepted",NA,NA,"Macrostylophora menghaiensis yunnanica",NA,"Macrostylophora menghaiensis yunnanica Liu, 1965 is a synonym of Macrostylophora hastata menghaiensis Li, Wang & Hsieh, 1964",NA,NA
"GBIF","4480867",NA,1416887,"1416884",NA,NA,NA,NA,"Myoxopsylla traubi Lewis, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Myoxopsylla",NA,"traubi",NA,"species",NA,"Lewis, 1966",NA,NA,"heterotypic synonym",NA,NA,"Myoxopsylla traubi",NA,NA,NA,NA
"GBIF, CoL","1416552",NA,1416551,"1416545",NA,NA,NA,NA,"Tiamastus concitus (Rothschild, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",NA,"Tiamastus",NA,"concitus",NA,"species",NA,"(Rothschild, 1904)",NA,NA,"synonym",NA,NA,"Tiamastus concitus","Pulex concitus","Pulex concitus Rothschild, 1904 is a synonym of Tiamastus cavicola (Weyenbergh, 1881)",NA,NA
"GBIF","4770083",NA,NA,"8846",NA,NA,NA,NA,"Oxypsylla Smit, 1983",NA,NA,NA,NA,"The Rothschild collection of fleas: the Ceratophyllidae: key to the Genera and host relationships with notes on their evolution, zoogeography and Medical importance. Rothschild & Traub, place of publication not known",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Oxypsylla",NA,NA,NA,"genus",NA,"Smit, 1983",NA,NA,"doubtful",NA,NA,"Oxypsylla",NA,"Oxypsylla Smit, 1983 (a subgenus of Opisodasys Jordan, 1933)",NA,NA
"GBIF","4298967",NA,1417654,"1417652",4480810,NA,NA,NA,"Leptosylla segnis (Schoenherr)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Leptopsylla",NA,"segnis",NA,"species",NA,"(Schoenherr)",NA,NA,"homotypic synonym",NA,"Originally found in sources as accepted taxon within Leptosylla","Leptosylla segnis",NA,NA,NA,NA
"GBIF","4480914",NA,1417445,"1417440",NA,NA,NA,NA,"Ischnopsyllus gestroi Rothschild, 1906",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ischnopsyllidae",NA,"Araeopsylla",NA,"gestroi",NA,"species",NA,"Rothschild, 1906",NA,NA,"homotypic synonym",NA,NA,"Ischnopsyllus gestroi","Araeopsylla gestroi","Araeopsylla gestroi (Rothschild, 1906)",NA,NA
"GBIF, CoL, NMNH","1419699",NA,NA,"1419694",NA,NA,NA,NA,"Lentistivalius mjoebergi (Jordan, 1926)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Lentistivalius",NA,"mjoebergi",NA,"species",NA,"(Jordan, 1926)",NA,NA,"accepted",NA,NA,"Lentistivalius mjoebergi","Gryphopsylla mjoebergi","Gryphopsylla mjoebergi (Jordan, 1926)",NA,NA
"GBIF","8975274",NA,NA,"8846",NA,NA,NA,NA,"Amalareus Ioff, 1936",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalareus",NA,NA,NA,"genus",NA,"Ioff, 1936",NA,NA,"doubtful",NA,NA,"Amalareus",NA,"Amalaraeus Ioff, 1936 (Valid genus)",NA,NA
"GBIF","4770065",NA,NA,"8846",NA,NA,NA,NA,"Songshupsylla Li & Traub, 1998",NA,NA,NA,NA,"J Med Entomol 35 (4), July",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Songshupsylla",NA,NA,NA,"genus",NA,"Li & Traub, 1998",NA,NA,"doubtful",NA,NA,"Songshupsylla",NA,"Songshupsylla Li & Traub, 1998 (a subgenus of Macrostylophora Ewing, 1929)",NA,NA
"GBIF, CoL, NMNH, FMNH","6194202",NA,NA,"1417140",NA,NA,NA,NA,"Ceratophyllus rossittensis swansoni Liu Chiying, 1935",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"rossittensis","swansoni","subspecies",NA,"Liu Chiying, 1935",NA,NA,"accepted",NA,NA,"Ceratophyllus rossittensis swansoni",NA,NA,NA,NA
"GBIF, CoL","1417142",NA,1417140,"1417115",NA,NA,NA,NA,"Ceratopsyllus corvinus Peus, 1941",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"corvinus",NA,"species",NA,"Peus, 1941",NA,NA,"synonym",NA,NA,"Ceratopsyllus corvinus","Ceratophyllus corvinus","Synonym of Ceratophyllus rossittensis Dampf, 1913",NA,NA
"GBIF","4770031",NA,NA,"8846",NA,NA,NA,NA,"Angustus Li, Xie & Liao, 1980",NA,NA,NA,NA,"Entomotaxonomia 2 (1)",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Angustus",NA,NA,NA,"genus",NA,"Li, Xie & Liao, 1980",NA,NA,"doubtful",NA,NA,"Angustus",NA,"Angustus Li, Xie & Liao, 1980 (a subgenus of Cratynius Jordan, 1933)",NA,"Leptopsyllidae"
"GBIF","4770081",NA,NA,"8846",NA,NA,NA,NA,"Geminopsylla Beaucornu & Aeschlimann, 1985",NA,NA,NA,NA,"Bulletin Soc. neuchatel. Sci. Nat. 108",NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Geminopsylla",NA,NA,NA,"genus",NA,"Beaucornu & Aeschlimann, 1985",NA,NA,"doubtful",NA,NA,"Geminopsylla",NA,"Geminopsylla Beaucournu & Aeschlimann, 1985 (a subgenus of Callopsylla Wagner, 1934)",NA,NA
