"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName","suggested","Hastriter_suggested","Hastriter_note","Hastriter_family"
"GBIF, CoL","1418090",NA,NA,"1418042",NA,NA,NA,NA,"Amphipsylla kuznetzovi Wagner, 1912",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Amphipsylla",NA,"kuznetzovi",NA,"species",NA,"Wagner, 1912",NA,NA,"accepted",NA,NA,"Amphipsylla kuznetzovi","Amphipsylla kuznetzovi kuznetzovi","Amphipsylla kuznetzovi kuznetzovi Wagner, 1912",NA,NA
"GBIF, CoL, NMNH","6194409",NA,NA,"1419721",NA,NA,NA,NA,"Aviostivalius klossi klossi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Aviostivalius",NA,"klossi","klossi","subspecies",NA,"(Jordan & Rothschild, 1922)",NA,NA,"accepted",NA,NA,"Aviostivalius klossi klossi","Aviostivalius klossi","Aviostivalius klossi (Jordan & Rothschild, 1922)",NA,NA
"GBIF","4480862",NA,1416801,"1416800",6547287,NA,NA,NA,"Ceratophyllus sciurorum (Schrank, 1803)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Monopsyllus",NA,"sciurorum",NA,"species",NA,"(Schrank, 1803)",NA,NA,"homotypic synonym",NA,"Originally found in sources as accepted taxon within Ceratophyllus J.Curtis, 1832","Ceratophyllus sciurorum","Monopsyllus sciurorum sciurorum",NA,NA,NA
"GBIF, CoL","1418114",NA,NA,"1418042",4480793,NA,NA,NA,"Amphipsylla sibirica (Wagner, 1898)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Amphipsylla",NA,"sibirica",NA,"species",NA,"(Wagner, 1898)",NA,NA,"accepted",NA,NA,"Amphipsylla sibirica","Amphipsylla sibirica sibirica","Amphipsylla sibirica sibirica (Wagner, 1898)",NA,NA
"GBIF, CoL","1417119",NA,NA,"1417115",6547286,NA,NA,NA,"Ceratophyllus vagabundus (Boheman, 1866)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"vagabundus",NA,"species",NA,"(Boheman, 1866)",NA,NA,"accepted",NA,NA,"Ceratophyllus vagabundus","Ceratophyllus vagabundus vagabundus","Ceratophyllus vagabundus vagabundus (Boheman, 1866)",NA,NA
"GBIF, CoL","6194532",NA,NA,"1418874",NA,NA,NA,NA,"Epitedia wenmanni wenmanni",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Epitedia",NA,"wenmanni","wenmanni","subspecies",NA,"(Rothschild, 1904)",NA,NA,"accepted",NA,NA,"Epitedia wenmanni wenmanni","Epitedia wenmanni","Epitedia wenmanni (Rothschild, 1904)",NA,"Ctenophthalmidae"
"GBIF, CoL","6194412",NA,NA,"1419829",NA,NA,NA,NA,"Gryphopsylla jacobsoni segregata Beaucournu & Sountsov, 1999",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Gryphopsylla",NA,"jacobsoni","segregata","subspecies",NA,"Beaucournu & Sountsov, 1999",NA,NA,"accepted",NA,NA,"Gryphopsylla jacobsoni segregata","Gryphopsylla segregata","Gryphopsylla segregata Beaucournu & Sountsov, 1999",NA,NA
"GBIF","7198715",NA,NA,"1419829",NA,NA,NA,NA,"Gryphopsylla jacobsoni jacobsoni",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Stivaliidae",NA,"Gryphopsylla",NA,"jacobsoni","jacobsoni","subspecies",NA,NA,NA,NA,"accepted",NA,NA,"Gryphopsylla jacobsoni jacobsoni","Gryphopsylla jacobsoni","Gryphopsylla jacobsoni (Jordan & Rothschild, 1922)",NA,NA
"GBIF, CoL","1416921",NA,NA,"1416905",NA,NA,NA,NA,"Amalaraeus dissimilis (Jordan, 1938)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"dissimilis",NA,"species",NA,"(Jordan, 1938)",NA,NA,"accepted",NA,NA,"Amalaraeus dissimilis","Amalaraeus dissimilis dissimilis","Amalaraeus dissimilis dissimilis (Jordan, 1938)",NA,NA
"GBIF, CoL, NMNH","1418891",NA,NA,"1418886",NA,NA,NA,NA,"Listropsylla chelura Rothschild, 1913",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Listropsylla",NA,"chelura",NA,"species",NA,"Rothschild, 1913",NA,NA,"accepted",NA,NA,"Listropsylla chelura","Listropsylla chelura chelura","Listropsylla chelura chelura Rothschild, 1913",NA,"Ctenophthalmidae"
"GBIF, CoL","1419444",NA,NA,"1419358",NA,NA,NA,NA,"Xenopsylla trispinis Waterston, 1911",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Xenopsylla",NA,"trispinis",NA,"species",NA,"Waterston, 1911",NA,NA,"accepted",NA,NA,"Xenopsylla trispinis","Xenopsylla trispinis trispinis","Xenopsylla trispinis trispinis Waterston, 1911",NA,NA
"GBIF, CoL, NMNH","1419371",NA,NA,"1419358",NA,NA,NA,NA,"Xenopsylla hirsuta Ingram, 1928",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Xenopsylla",NA,"hirsuta",NA,"species",NA,"Ingram, 1928",NA,NA,"accepted",NA,NA,"Xenopsylla hirsuta","Xenopsylla hirsuta hirsuta","Xenopsylla hirsuta hirsuta Ingram, 1928",NA,NA
"GBIF, CoL","1419404",NA,NA,"1419358",NA,NA,NA,NA,"Xenopsylla sarodes Jordan, 1937",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Xenopsylla",NA,"sarodes",NA,"species",NA,"Jordan, 1937",NA,NA,"accepted",NA,NA,"Xenopsylla sarodes","Xenopsylla sarodes sarodes","Xenopsylla sarodes sarodes Jordan, 1937",NA,NA
"GBIF, CoL","1417058",NA,NA,"1417055",NA,NA,NA,NA,"Amphalius clarus (Jordan & Rothschild, 1922)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amphalius",NA,"clarus",NA,"species",NA,"(Jordan & Rothschild, 1922)",NA,NA,"accepted",NA,NA,"Amphalius clarus","Amphalius clarus clarus","Amphalius clarus clarus (Jordan & Rothschild, 1922)",NA,NA
"GBIF, CoL, NMNH, FMNH","6194207",NA,NA,"1417153",NA,NA,NA,NA,"Ceratophyllus styx riparius Jordan & Rothschild, 1920",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Ceratophyllus",NA,"styx","riparius","subspecies",NA,"Jordan & Rothschild, 1920",NA,NA,"accepted",NA,NA,"Ceratophyllus styx riparius","Ceratophyllus riparius","Ceratophyllus riparius Jordan & Rothschild, 1920",NA,NA
"GBIF, CoL","1417646",NA,NA,"1417641",NA,NA,NA,NA,"Xiphiopsylla lippa Jordan, 1933",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Xiphiopsyllidae",NA,"Xiphiopsylla",NA,"lippa",NA,"species",NA,"Jordan, 1933",NA,NA,"accepted",NA,NA,"Xiphiopsylla lippa","Xiphiopsylla lippa lippa","Xiphiopsylla lippa lippa Jordan, 1933",NA,NA
"GBIF, CoL","1418894",NA,NA,"1418886",NA,NA,NA,NA,"Listropsylla cerrita Jordan, 1930",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Listropsylla",NA,"cerrita",NA,"species",NA,"Jordan, 1930",NA,NA,"accepted",NA,NA,"Listropsylla cerrita","Listropsylla cerrita cerrita","Listropsylla cerrita cerrita Jordan, 1930",NA,"Ctenophthalmidae"
"GBIF, CoL","1416932",NA,NA,"1416905",NA,NA,NA,NA,"Amalaraeus andersoni (Rothschild, 1908)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"andersoni",NA,"species",NA,"(Rothschild, 1908)",NA,NA,"accepted",NA,NA,"Amalaraeus andersoni","Amalaraeus andersoni andersoni","Amalaraeus andersoni andersoni (Rothschild, 1908)",NA,NA
"GBIF, CoL","1417067",NA,NA,"1417055",NA,NA,NA,NA,"Amphalius runatus (Jordan & Rothschild, 1923)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amphalius",NA,"runatus",NA,"species",NA,"(Jordan & Rothschild, 1923)",NA,NA,"accepted",NA,NA,"Amphalius runatus","Amphalius runatus runatus","Amphalius runatus runatus (Jordan & Rothschild, 1923)",NA,NA
"GBIF, CoL, NMNH","1418889",NA,NA,"1418886",NA,NA,NA,NA,"Listropsylla dolosa Rothschild, 1907",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Listropsylla",NA,"dolosa",NA,"species",NA,"Rothschild, 1907",NA,NA,"accepted",NA,NA,"Listropsylla dolosa","Listropsylla dolosa dolosa","Listropsylla dolosa dolosa Rothschild, 1907",NA,"Ctenophthalmidae"
"GBIF, CoL, NMNH","1419416",NA,NA,"1419358",NA,NA,NA,NA,"Xenopsylla gerbilli (Wagner, 1903)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Xenopsylla",NA,"gerbilli",NA,"species",NA,"(Wagner, 1903)",NA,NA,"accepted",NA,NA,"Xenopsylla gerbilli","Xenopsylla gerbilli gerbilli","Xenopsylla gerbilli gerbilli (Wagner, 1903)",NA,NA
"GBIF, CoL","1417918",NA,NA,"1417916",NA,NA,NA,NA,"Ornithophaga anomala Mikulin, 1957",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Ornithophaga",NA,"anomala",NA,"species",NA,"Mikulin, 1957",NA,NA,"accepted",NA,NA,"Ornithophaga anomala","Ornithophaga anomala anomala","Ornithophaga anomala anomala Mikulin, 1957",NA,NA
"GBIF, CoL","1417061",NA,NA,"1417055",NA,NA,NA,NA,"Amphalius spirataenius Liu Cy, Wu Houyung & Wu Foolin, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amphalius",NA,"spirataenius",NA,"species",NA,"Liu Cy, Wu Houyung & Wu Foolin, 1966",NA,NA,"accepted",NA,NA,"Amphalius spirataenius","Amphalius spirataenius spirataenius","Amphalius spirataenius spirataenius Liu, Wu & Wu",NA,NA
"GBIF, CoL, NMNH, FMNH","7198691",NA,NA,"1416957",NA,NA,NA,NA,"Eumolpianus eumolpi eumolpi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Eumolpianus",NA,"eumolpi","eumolpi","subspecies",NA,"(Rothschild, 1905)",NA,NA,"accepted",NA,NA,"Eumolpianus eumolpi eumolpi","Eumolpianus eumolpi","Eumolpianus eumolpi (Rothschild, 1905)",NA,NA
"GBIF, CoL","7045105",NA,NA,"5050874",NA,NA,NA,NA,"Ctenophthalmus costai costai",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"costai","costai","subspecies",NA,"Lewis, 1970",NA,NA,"accepted",NA,NA,"Ctenophthalmus costai costai","Ctenophthalmus costai","Ctenophthalmus costai Lewis, 1970",NA,"Ctenophthalmidae"
"GBIF, CoL, NMNH","5050793",NA,NA,"5050791",NA,NA,NA,NA,"Ctenophthalmus pseudagyrtes micropus Traub, 1950",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"pseudagyrtes","micropus","subspecies",NA,"Traub, 1950",NA,NA,"accepted",NA,NA,"Ctenophthalmus pseudagyrtes micropus","Ctenophthalmus micropus","Ctenophthalmus micropus Traub, 1950",NA,"Ctenophthalmidae"
"GBIF, CoL, NMNH, FMNH","7045133",NA,NA,"5050791",NA,NA,NA,NA,"Ctenophthalmus pseudagyrtes pseudagyrtes",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Ctenophthalmus",NA,"pseudagyrtes","pseudagyrtes","subspecies",NA,"Baker, 1904",NA,NA,"accepted",NA,NA,"Ctenophthalmus pseudagyrtes pseudagyrtes","Ctenophthalmus pseudagyrtes","Ctenophthalmus pseudagyrtes Baker, 1904",NA,"Ctenophthalmidae"
"GBIF, CoL","1416270",NA,1416268,"1416255",NA,NA,NA,NA,"Vermipsylla geniculata Li, 1964",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Vermipsyllidae",NA,"Vermipsylla",NA,"geniculata",NA,"species",NA,"Li, 1964",NA,NA,"synonym",NA,NA,"Vermipsylla geniculata","Vermipsylla geniculata geniculata","Vermipsylla geniculata geniculata Li, 1964 is a synonym of Vermipsylla alakurt Schimkewitsch, 1885",NA,NA
"GBIF, CoL","9770335",NA,NA,"1416905",6547284,NA,NA,NA,"Amalaraeus penicilliger (Grube, 1851)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Amalaraeus",NA,"penicilliger",NA,"species",NA,"(Grube, 1851)",NA,NA,"accepted",NA,NA,"Amalaraeus penicilliger","Amalaraeus penicilliger penicilliger","Amalaraeus penicilliger penicilliger (Grube, 1951",NA,NA
"GBIF, CoL, NMNH, FMNH","1419435",NA,NA,"1419358",6547301,NA,NA,NA,"Xenopsylla cheopis (Rothschild, 1903)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Xenopsylla",NA,"cheopis",NA,"species",NA,"(Rothschild, 1903)",NA,NA,"accepted",NA,NA,"Xenopsylla cheopis","Xenopsylla cheopis cheopis","Xenopsylla cheopis cheopis (Rothschild, 1903)",NA,NA
"GBIF, CoL","1419408",NA,NA,"1419358",6547300,NA,NA,NA,"Xenopsylla conformis (Wagner, 1903)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Xenopsylla",NA,"conformis",NA,"species",NA,"(Wagner, 1903)",NA,NA,"accepted",NA,NA,"Xenopsylla conformis","Xenopsylla conformis conformis","Xenopsylla conformis conformis(Wagner, 1903)",NA,NA
"GBIF, CoL, NMNH","6194142",NA,NA,"1416620",NA,NA,NA,NA,"Thrassis pandorae jellisoni Hubbard, 1940",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Thrassis",NA,"pandorae","jellisoni","subspecies",NA,"Hubbard, 1940",NA,NA,"accepted",NA,NA,"Thrassis pandorae jellisoni","Thrassis jellisoni","Thrassis pandorae Jellison, 1937","Subspecies of Thrassis acamantis, aridis, bacchi, and pandorae are essentially sunk in the forthcoming treatise of the Fleas of North America.",NA
"GBIF, CoL, NMNH","7045056",NA,NA,"1416623",NA,NA,NA,NA,"Thrassis spenceri spenceri",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Thrassis",NA,"spenceri","spenceri","subspecies",NA,"Wagner, 1936",NA,NA,"accepted",NA,NA,"Thrassis spenceri spenceri","Thrassis spenceri","Thrassis spenceri Wagner, 1936","Subspecies of Thrassis acamantis, aridis, bacchi, and pandorae are essentially sunk in the forthcoming treatise of the Fleas of North America.",NA
"GBIF, CoL, NMNH, FMNH","7045052",NA,NA,"1416620",NA,NA,NA,NA,"Thrassis pandorae pandorae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Thrassis",NA,"pandorae","pandorae","subspecies",NA,"Jellison, 1937",NA,NA,"accepted",NA,NA,"Thrassis pandorae pandorae","Thrassis pandorae","Thrassis pandorae Jellison, 1937","Subspecies of Thrassis acamantis, aridis, bacchi, and pandorae are essentially sunk in the forthcoming treatise of the Fleas of North America.",NA
"GBIF, CoL","1419568",NA,NA,"1419564",NA,NA,NA,NA,"Procaviopsylla spinifex Jordan, 1936",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,"Procaviopsylla",NA,"spinifex",NA,"species",NA,"Jordan, 1936",NA,NA,"accepted",NA,NA,"Procaviopsylla spinifex","Procaviopsylla spinifex spinifex","Procaviopsylla spinifex spinifex Jordan, 1936",NA,NA
"GBIF, CoL","1418625",NA,NA,"1418623",NA,NA,NA,NA,"Agastopsylla nylota Traub, 1952",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Agastopsylla",NA,"nylota",NA,"species",NA,"Traub, 1952",NA,NA,"accepted",NA,NA,"Agastopsylla nylota","Agastopsylla nylota nylota","Agastopsylla nylota nylota Traub, 1952",NA,"Ctenophthalmidae"
"GBIF, CoL","1416558",NA,NA,"1416557",NA,NA,NA,NA,"Rhopalopsyllus lutzi (Baker, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",NA,"Rhopalopsyllus",NA,"lutzi",NA,"species",NA,"(Baker, 1904)",NA,NA,"accepted",NA,NA,"Rhopalopsyllus lutzi","Rhopalopsyllus lutzi lutzi","Rhopalopsyllus lutzi lutzi (Baker, 1904)",NA,NA
"GBIF, CoL","1418629",NA,NA,"1418623",NA,NA,NA,NA,"Agastopsylla boxi Jordan & Rothschild, 1923",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Agastopsylla",NA,"boxi",NA,"species",NA,"Jordan & Rothschild, 1923",NA,NA,"accepted",NA,NA,"Agastopsylla boxi","Agastopsylla boxi boxi","Agastopsylla boxi boxi Jordan & Rothschild, 1923",NA,"Ctenophthalmidae"
"GBIF, CoL","1419234",NA,NA,"1419226",NA,NA,NA,NA,"Doratopsylla dampfi Argyropulo, 1935",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Doratopsylla",NA,"dampfi",NA,"species",NA,"Argyropulo, 1935",NA,NA,"accepted",NA,NA,"Doratopsylla dampfi","Doratopsylla dampfi dampfi","Doratopsylla dampfi dampfi Argyropulo, 1935",NA,"Ctenophthalmidae"
"GBIF, CoL, NMNH","1418150",NA,NA,"1418130",NA,NA,NA,NA,"Chiastopsylla mulleri Ingram, 1927",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Chimaeropsyllidae",NA,"Chiastopsylla",NA,"mulleri",NA,"species",NA,"Ingram, 1927",NA,NA,"accepted",NA,NA,"Chiastopsylla mulleri","Chiastopsylla mulleri mulleri","Chiastopsylla mulleri mulleri Ingram, 1927",NA,NA
"GBIF, CoL, NMNH","1417974",NA,NA,"1417972",NA,NA,NA,NA,"Caenopsylla laptevi Mikulin & Zagniborodova, 1958",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Caenopsylla",NA,"laptevi",NA,"species",NA,"Mikulin & Zagniborodova, 1958",NA,NA,"accepted",NA,NA,"Caenopsylla laptevi","Caenopsylla laptevi laptevi","Caenopsylla laptevi laptevi Mikulin & Zagniborodova, 1958",NA,NA
"GBIF","4480939",NA,NA,"1419078",NA,NA,NA,NA,"Palaeopsylla soricis gromovi Argyropulo, 1946",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Palaeopsylla",NA,"soricis","gromovi","subspecies",NA,"Argyropulo, 1946",NA,NA,"accepted",NA,NA,"Palaeopsylla soricis gromovi","Palaeopsylla gromovi","Palaeopsylla gromovi Argyropulo, 1946",NA,"Ctenophthalmidae"
"GBIF, CoL","1416561",NA,NA,"1416557",NA,NA,NA,NA,"Rhopalopsyllus lugubris Jordan & Rothschild, 1908",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",NA,"Rhopalopsyllus",NA,"lugubris",NA,"species",NA,"Jordan & Rothschild, 1908",NA,NA,"accepted",NA,NA,"Rhopalopsyllus lugubris","Rhopalopsyllus lugubris lugubris","Rhopalopsyllus lugubris lugubris Jordan & Rothschild,1908",NA,NA
"GBIF, CoL","1417872",NA,NA,"1417867",4480788,NA,NA,NA,"Odontopsyllus quirosi (Gil Collado, 1934)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Odontopsyllus",NA,"quirosi",NA,"species",NA,"(Gil Collado, 1934)",NA,NA,"accepted",NA,NA,"Odontopsyllus quirosi","Odontopsyllus quirosi quirosi","Odontopsyllus quirosi quirosi (Gil Collado, 1934)",NA,NA
"GBIF, CoL","6193947",NA,NA,"1417827",NA,NA,NA,NA,"Frontopsylla megasinus megasinus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Frontopsylla",NA,"megasinus","megasinus","subspecies",NA,"Li Kueichen & Chen Ningui, 1974",NA,NA,"accepted",NA,NA,"Frontopsylla megasinus megasinus","Frontopsylla megasinus","Frontopsylla megasinus Li & Chen, 1974",NA,NA
"GBIF, CoL, NMNH","1419227",NA,NA,"1419226",6547296,NA,NA,NA,"Doratopsylla dasycnema (Rothschild, 1897)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Doratopsylla",NA,"dasycnema",NA,"species",NA,"(Rothschild, 1897)",NA,NA,"accepted",NA,NA,"Doratopsylla dasycnema","Doratopsylla dasycnema dasycnema","Doratopsylla dasycnema dasycnema (Rothschild, 1897)",NA,"Ctenophthalmidae"
"GBIF, CoL, NMNH","1416566",NA,NA,"1416557",9567405,NA,NA,NA,"Rhopalopsyllus australis (Rothschild, 1904)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Rhopalopsyllidae",NA,"Rhopalopsyllus",NA,"australis",NA,"species",NA,"(Rothschild, 1904)",NA,NA,"accepted",NA,NA,"Rhopalopsyllus australis","Rhopalopsyllus australis australis","Rhopalopsyllus australis australis (Rothschild, 1904)",NA,NA
"GBIF, CoL, NMNH","6194148",NA,NA,"1416612",NA,NA,NA,NA,"Thrassis bacchi setosis Prince, 1944",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Thrassis",NA,"bacchi","setosis","subspecies",NA,"Prince, 1944",NA,NA,"accepted",NA,NA,"Thrassis bacchi setosis","Thrassis setosis","Thrassis bacchi (Rothschild, 1905)","Subspecies of Thrassis acamantis, aridis, bacchi, and pandorae are essentially sunk in the forthcoming treatise of the Fleas of North America.",NA
"GBIF, CoL, NMNH","7045053",NA,NA,"1416612",NA,NA,NA,NA,"Thrassis bacchi bacchi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Thrassis",NA,"bacchi","bacchi","subspecies",NA,"(Rothschild, 1905)",NA,NA,"accepted",NA,NA,"Thrassis bacchi bacchi","Thrassis bacchi","Thrassis bacchi (Rothschild, 1905)","Subspecies of Thrassis acamantis, aridis, bacchi, and pandorae are essentially sunk in the forthcoming treatise of the Fleas of North America.",NA
"GBIF, CoL","1417861",NA,NA,"1417846",NA,NA,NA,NA,"Mesopsylla hebes Jordan & Rothschild, 1915",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Mesopsylla",NA,"hebes",NA,"species",NA,"Jordan & Rothschild, 1915",NA,NA,"accepted",NA,NA,"Mesopsylla hebes","Mesopsylla hebes hebes","Mesopsylla hebes hebes Jordan & Rothschild, 1915",NA,NA
"GBIF, CoL","1417847",NA,NA,"1417846",NA,NA,NA,NA,"Mesopsylla tuschkan Wagner & Ioff, 1926",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Leptopsyllidae",NA,"Mesopsylla",NA,"tuschkan",NA,"species",NA,"Wagner & Ioff, 1926",NA,NA,"accepted",NA,NA,"Mesopsylla tuschkan","Mesopsylla tuschkan tuschkan","Mesopsylla tuschkan tuschkan Wagner & Ioff, 1926",NA,NA
"GBIF, CoL, NMNH","1419003",NA,NA,"1419000",10989226,NA,NA,NA,"Adoratopsylla intermedia (Wagner, 1901)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Adoratopsylla",NA,"intermedia",NA,"species",NA,"(Wagner, 1901)",NA,NA,"accepted",NA,NA,"Adoratopsylla intermedia","Adoratopsylla intermedia intermedia","Adoratopsylla intermedia intermedia (Jordan, 1926)",NA,"Ctenophthalmidae"
"GBIF, CoL","1417109",NA,NA,"1417087",NA,NA,NA,NA,"Dasypsyllus lasius (Rothschild, 1909)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae",NA,"Dasypsyllus",NA,"lasius",NA,"species",NA,"(Rothschild, 1909)",NA,NA,"accepted",NA,NA,"Dasypsyllus lasius","Dasypsyllus lasius lasius","Dasypsyllus lasius lasius (Rothschild, 1909)",NA,NA
"GBIF, CoL","1418870",NA,NA,"1418869",NA,NA,NA,NA,"Chiliopsylla allophyla (Rothschild, 1908)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Siphonaptera","Hystrichopsyllidae",NA,"Chiliopsylla",NA,"allophyla",NA,"species",NA,"(Rothschild, 1908)",NA,NA,"accepted",NA,NA,"Chiliopsylla allophyla","Chiliopsylla allophyla allophyla","Chiliopsylla allophyla allophyla (Rothschild, 1908)",NA,"Ctenophthalmidae"
