"id","order","family","genus","species","subspecies","author","taxonlevel","accid","canonical","source"
6194290,"Siphonaptera","Ceratophyllidae","Amalaraeus","arvicolae","smitianus","(Rosicky, 1959)","subspecies",1416928,"Amalaraeus arvicolae smitianus","GBIF"
1416930,"Siphonaptera","Ceratophyllidae","Amalaraeus","dioplesius",NA,"(Peus, 1958)","species",1416928,"Amalaraeus dioplesius","GBIF"
1416921,"Siphonaptera","Ceratophyllidae","Amalaraeus","dissimilis",NA,"(Jordan, 1938)","species",0,"Amalaraeus dissimilis","GBIF"
6194289,"Siphonaptera","Ceratophyllidae","Amalaraeus","dissimilis","angularis","(Tsai Liyuen, Wu Wenching & Liu Chiying, 1974)","subspecies",0,"Amalaraeus dissimilis angularis","GBIF"
6194287,"Siphonaptera","Ceratophyllidae","Amalaraeus","dissimilis","angulatus","(Violovich, 1961)","subspecies",0,"Amalaraeus dissimilis angulatus","GBIF"
6194286,"Siphonaptera","Ceratophyllidae","Amalaraeus","dissimilis","athabascae","(Holland, 1952)","subspecies",0,"Amalaraeus dissimilis athabascae","GBIF"
6194288,"Siphonaptera","Ceratophyllidae","Amalaraeus","dissimilis","daghestanicus","Labunets, 1982","subspecies",0,"Amalaraeus dissimilis daghestanicus","GBIF"
7198660,"Siphonaptera","Ceratophyllidae","Amalaraeus","dissimilis","dissimilis","(Jordan, 1938)","subspecies",0,"Amalaraeus dissimilis dissimilis","GBIF"
1416919,"Siphonaptera","Ceratophyllidae","Amalaraeus","dobbsi",NA,"(Hubbard, 1940)","species",0,"Amalaraeus dobbsi","GBIF"
1416931,"Siphonaptera","Ceratophyllidae","Amalaraeus","furkotensis",NA,"(Rosicky, 1955)","species",1416928,"Amalaraeus furkotensis","GBIF"
1416927,"Siphonaptera","Ceratophyllidae","Amalaraeus","improvisus",NA,"(Ioff, 1946)","species",0,"Amalaraeus improvisus","GBIF"
1416915,"Siphonaptera","Ceratophyllidae","Amalaraeus","mustelae",NA,"(Wagner, 1898)","species",9770335,"Amalaraeus mustelae","GBIF"
9770335,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger",NA,"(Grube, 1851)","species",0,"Amalaraeus penicilliger","GBIF"
1416906,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger",NA,"(Kolenati, 1863)","species",9770335,"Amalaraeus penicilliger","GBIF"
6194301,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","bohemicus","(Rosicky, 1957)","subspecies",6194299,"Amalaraeus penicilliger bohemicus","GBIF"
6194298,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","demotus","(Ioff, 1946)","subspecies",6194297,"Amalaraeus penicilliger demotus","GBIF"
6194299,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","kratochvili","(Rosicky, 1955)","subspecies",0,"Amalaraeus penicilliger kratochvili","GBIF"
6194302,"Siphonaptera","Ceratophyllidae","Amalaraeus","penicilliger","longidigitus","Ye, Ye & Y.u.Jiang, 1999","subspecies",0,"Amalaraeus penicilliger longidigitus","GBIF"
